Record_ID,Bus_ID,Bus_Number,Date,City,Route_Number,Route_Name,Source_Stop,Destination_Stop,Departure_Time,Arrival_Time,Distance_km,Bus_Type,Total_Seats,Passengers,Occupancy_Percentage,Ticket_Price,Revenue,Fuel_Consumption_Liters,Fuel_Cost,Delay_Minutes,Weather,Traffic_Level,Trip_Status,Customer_Rating
1,BUS10001,WB84A9313,2024-08-07,Pune,B25,Kothrud-Viman Nagar,Kothrud Stand,Viman Nagar Stand,06:05,07:30,54.9,AC,42,37.0,88.1,31.17,1153.29,22.88,2173.6,4.0,Sunny,Low,On Time,4.1
1676,BUS11676,UP32B6893,2024-06-27,Pune,B178,Aundh-Camp,Aundh Stop,Camp Stand,16:50,20:49,92.7,AC,49,9.0,18.37,38.76,348.84,33.86,3216.7,20.0,Foggy,Medium,Delayed,3.7
168,BUS10168,RJ51A8055,2024-04-01,Pune,B244,Hinjewadi-Swargate,Hinjewadi Junction,Swargate Terminal,11:40,14:32,52.0,Non-AC,47,56.0,119.15,18.99,1063.44,13.24,1257.8,54.0,Cloudy,Medium,Delayed,3.8
355,BUS10355,WB57C3318,2025-06-28,Ahmedabad,R206,Maninagar-Gota,Maninagar Junction,Gota Stop,17:10,17:19,5.8,Electric,41,0.0,0.0,22.78,0.0,0.39,4.68,0.0,Sunny,Low,Cancelled,1.2
484,BUS10484,UP81C9516,2024-11-21,Mumbai,B60,Thane-CST,Thane Junction,CST Stop,19:20,22:02,114.6,AC,36,0.0,0.0,50.16,0.0,47.92,4552.4,4.0,Cloudy,Low,On Time,4.4
1428,BUS11428,DL99A2758,2024-11-07,Chennai,B10,Velachery-T Nagar,Velachery Terminal,T Nagar Junction,13:55,16:25,87.0,AC,38,35.0,92.11,36.99,1294.65,24.89,2364.55,15.0,Cloudy,Low,Delayed,4.0
908,BUS10908,GJ39A1078,2024-02-19,Jaipur,R29,Mansarovar-Amer,Mansarovar Stand,Amer Stop,11:20,12:54,55.2,Mini Bus,30,1.0,3.33,22.82,22.82,14.63,1389.85,15.0,Cloudy,Low,Delayed,2.5
427,BUS10427,TN94B3662,2025-08-10,Delhi,R113,Noida-Nehru Place,Noida Stop,Nehru Place Stop,18:25,19:08,11.0,Non-AC,54,0.0,0.0,11.57,0.0,4.06,385.7,0.0,Rainy,High,Cancelled,
791,BUS10791,WB44C4905,2025-04-21,Hyderabad,R269,Dilsukhnagar-Ameerpet,Dilsukhnagar Stand,Ameerpet Junction,22:15,22:55,20.2,AC,55,32.0,58.18,29.8,953.6,8.19,778.05,0.0,Foggy,Medium,On Time,3.4
1284,BUS11284,RJ99B9971,2025-01-14,Jaipur,L80,Mansarovar-Amer,Mansarovar Junction,Amer Stand,05:20,12:33,104.0,AC,40,22.0,55.0,35.74,786.28,33.83,3213.85,0.0,Foggy,High,On Time,4.0
1637,BUS11637,TN78C1415,2025-02-11,Chennai,R210,Anna Nagar-Guindy,Anna Nagar Stop,Guindy Terminal,12:25,14:16,77.7,AC,42,0.0,0.0,30.93,0.0,22.64,2150.8,0.0,Cloudy,Low,On Time,4.8
306,BUS10306,TS38C1999,2024-12-15,Pune,L75,Hinjewadi-Swargate,Hinjewadi Stand,Swargate Stop,05:45,12:53,108.7,Electric,38,15.0,39.47,31.76,476.4,6.94,83.28,0.0,Sunny,High,On Time,4.4
1003,BUS11003,TN28A4522,2025-06-05,Bengaluru,L118,Jayanagar-KR Puram,Jayanagar Junction,KR Puram Stand,12:35,15:24,86.5,AC,45,0.0,0.0,32.91,0.0,35.27,3350.65,0.0,Cloudy,Medium,Cancelled,1.2
239,BUS10239,MH77B9078,2024-02-23,Bengaluru,R286,Jayanagar-KR Puram,Jayanagar Junction,KR Puram Junction,08:10,14:57,101.4,AC,47,44.0,93.62,31.02,1364.88,40.86,3881.7,0.0,Foggy,High,On Time,4.0
1527,BUS11527,DL90B9876,2024-04-26,Delhi,R56,Saket-Karol Bagh,Saket Stop,Karol Bagh Stop,11:00,12:15,26.4,Mini Bus,34,20.0,58.82,14.02,280.4,6.16,585.2,6.0,Sunny,Medium,On Time,
823,BUS10823,DL37A6942,2024-08-09,Delhi,R135,Noida-Nehru Place,Noida Terminal,Nehru Place Junction,05:20,06:27,18.7,Non-AC,49,6.0,12.24,20.75,124.5,6.44,611.8,3.0,Rainy,High,On Time,4.3
834,BUS10834,DL39B1022,2025-10-15,Lucknow,L283,Vikas Nagar-Kaiserbagh,Vikas Nagar Stop,Kaiserbagh Terminal,15:15,18:06,112.7,Mini Bus,34,1.0,2.94,24.82,24.82,25.1,2384.5,2.0,Foggy,Low,On Time,3.7
269,BUS10269,UP81C6939,2025-04-05,Mumbai,L272,Kurla-Bandra,Kurla Stop,Bandra Junction,13:10,15:42,106.8,Electric,50,11.0,22.0,32.17,353.87,8.32,99.84,0.0,Sunny,Low,On Time,3.3
155,BUS10155,KA42B6709,2024-01-30,Mumbai,L151,Borivali-Colaba,Borivali Stop,Colaba Junction,15:30,16:24,15.9,Mini Bus,27,26.0,96.3,13.69,355.94,3.4,323.0,0.0,Rainy,High,On Time,4.8
1668,BUS11668,MH10A1653,2025-07-27,Kolkata,R270,Behala-Sealdah,Behala Stand,Sealdah Junction,21:10,04:49,105.5,Electric,50,52.0,104.0,39.08,2032.16,8.91,106.92,7.0,Sunny,High,On Time,3.4
743,BUS10743,TS53A1217,2024-01-04,Delhi,L216,Rohini-Connaught Place,Rohini Junction,Connaught Place Stop,15:30,18:25,30.6,AC,42,9.0,21.43,24.66,221.94,11.71,1112.45,45.0,Cloudy,High,Delayed,3.7
887,BUS10887,MH56C4753,2024-09-10,Pune,B12,Aundh-Camp,Aundh Junction,Camp Terminal,09:45,13:54,108.4,Non-AC,47,15.0,31.91,33.39,500.85,29.49,2801.55,0.0,Cloudy,Medium,On Time,3.1
1295,BUS11295,TN12A2161,2024-02-16,Jaipur,B182,Vaishali Nagar-Badi Chaupar,Vaishali Nagar Junction,Badi Chaupar Stand,16:45,23:19,101.3,AC,51,54.0,105.88,48.86,2638.44,30.72,2918.4,0.0,Sunny,High,On Time,4.9
115,BUS10115,RJ41A6239,2025-11-30,Bengaluru,B46,Yeshwanthpur-Silk Board,Yeshwanthpur Junction,Silk Board Stand,19:15,21:09,71.6,Non-AC,51,9.0,17.65,30.43,273.87,17.99,1709.05,14.0,Rainy,Low,Delayed,2.3
1427,BUS11427,UP60A9951,2024-01-13,Hyderabad,B50,LB Nagar-Miyapur,LB Nagar Terminal,Miyapur Junction,22:05,00:22,26.4,Mini Bus,26,9.0,34.62,15.09,135.81,6.54,621.3,19.0,Foggy,High,Delayed,3.9
1754,BUS11754,RJ54A8894,2024-06-09,Pune,R96,Hadapsar-Shivajinagar,Hadapsar Stand,Shivajinagar Terminal,14:40,15:13,17.9,Mini Bus,28,11.0,39.29,13.4,147.4,4.59,436.05,4.0,Foggy,Low,On Time,4.0
976,BUS10976,TS32C3242,2024-01-05,Jaipur,L196,Mansarovar-Amer,Mansarovar Junction,Amer Terminal,05:10,06:09,20.2,AC,44,49.0,111.36,32.96,1615.04,6.58,625.1,0.0,Foggy,High,On Time,3.1
274,BUS10274,WB52B3329,2024-06-29,Lucknow,B199,Alambagh-Aliganj,Alambagh Stand,Aliganj Junction,05:45,13:04,102.5,AC,49,34.0,69.39,35.53,1208.02,33.45,3177.75,0.0,Sunny,High,On Time,
1824,BUS11824,GJ97B6378,2025-07-22,Ahmedabad,R253,Satellite-Vastral,Satellite Stop,Vastral Stop,20:05,22:24,43.9,AC,38,20.0,52.63,41.22,824.4,13.61,1292.95,25.0,Cloudy,Medium,Delayed,3.5
1115,BUS11115,KA39A9490,2025-03-13,Chennai,B149,Tambaram-Parrys,Tambaram Junction,Parrys Stand,18:35,20:16,62.5,AC,42,30.0,71.43,33.14,994.2,25.75,2446.25,4.0,Foggy,Low,On Time,3.4
211,BUS10211,WB11A2900,2024-12-05,Delhi,R226,Dwarka-ITO,Dwarka Junction,ITO Stop,17:15,20:16,80.2,Mini Bus,28,30.0,107.14,22.77,683.1,14.55,1382.25,0.0,Foggy,Medium,On Time,3.9
227,BUS10227,KA74A2335,2024-04-02,Pune,B46,Kothrud-Viman Nagar,Kothrud Stand,Viman Nagar Stand,22:15,01:04,74.5,AC,39,34.0,87.18,45.07,1532.38,25.12,2386.4,4.0,Sunny,Medium,On Time,4.7
1998,BUS11998,DL92A8766,2024-12-25,Jaipur,L92,Malviya Nagar-Sindhi Camp,Malviya Nagar Junction,Sindhi Camp Terminal,11:25,12:48,17.2,Mini Bus,33,38.0,115.15,11.4,433.2,3.11,295.45,26.0,Sunny,High,Delayed,2.4
1095,BUS11095,TS84C4065,2024-07-25,Pune,L171,Hinjewadi-Swargate,Hinjewadi Terminal,Swargate Junction,10:30,15:52,97.9,AC,55,50.0,90.91,36.2,1810.0,27.76,2637.2,0.0,Cloudy,High,On Time,
909,BUS10909,TN70B2624,2024-07-05,Ahmedabad,L173,Maninagar-Gota,Maninagar Terminal,Gota Stop,18:35,19:44,32.2,Non-AC,56,5.0,8.93,22.21,111.05,8.16,775.2,4.0,Foggy,Medium,On Time,4.3
870,BUS10870,WB41C4245,2025-09-18,Bengaluru,R111,Electronic City-Hebbal,Electronic City Terminal,Hebbal Stand,08:00,08:22,10.4,AC,46,51.0,110.87,35.93,1832.43,3.21,304.95,0.0,Rainy,Medium,On Time,3.5
1375,BUS11375,UP12C9902,2024-11-22,Chennai,R297,Tambaram-Parrys,Tambaram Junction,Parrys Stop,08:25,14:38,75.6,Non-AC,47,46.0,97.87,29.33,1349.18,21.12,2006.4,10.0,Foggy,High,On Time,3.9
1939,BUS11939,RJ16A7688,2024-01-23,Lucknow,L244,Chinhat-Aminabad,Chinhat Stand,Aminabad Junction,05:25,07:21,58.3,Non-AC,56,23.0,41.07,20.63,474.49,17.0,1615.0,8.0,Foggy,Medium,On Time,4.6
300,BUS10300,KA58B4761,2024-04-01,Hyderabad,L227,Gachibowli-Koti,Gachibowli Junction,Koti Junction,19:45,01:17,95.4,AC,41,,73.17,29.67,890.1,31.41,,10.0,Sunny,High,On Time,3.9
1176,BUS11176,MH81C2095,2025-08-02,Mumbai,R212,Thane-CST,Thane Stand,CST Terminal,18:25,18:46,7.1,Non-AC,48,15.0,31.25,19.19,287.85,1.82,172.9,12.0,Cloudy,Low,Delayed,2.2
478,BUS10478,MH94B9538,2024-04-24,Chennai,R189,Velachery-T Nagar,Velachery Junction,T Nagar Stop,11:50,13:40,30.3,Electric,31,7.0,22.58,25.84,180.88,2.14,25.68,0.0,Rainy,High,On Time,3.5
1547,BUS11547,DL13C3451,2024-07-22,Jaipur,L253,Mansarovar-Amer,Mansarovar Terminal,Amer Stop,08:25,13:17,85.8,Electric,46,33.0,71.74,35.33,1165.89,5.06,60.72,0.0,Sunny,High,On Time,4.8
1119,BUS11119,KA55A6858,2024-10-28,Bengaluru,R249,Yeshwanthpur-Silk Board,Yeshwanthpur Junction,Silk Board Stop,22:10,23:43,65.8,Mini Bus,31,2.0,6.45,18.41,36.82,12.31,1169.45,0.0,Sunny,Low,On Time,3.4
356,BUS10356,WB70C8938,2025-11-26,Lucknow,L83,Chinhat-Aminabad,Chinhat Stop,Aminabad Stop,20:25,00:00,72.2,Non-AC,52,27.0,51.92,29.55,797.85,23.41,2223.95,0.0,Rainy,High,On Time,4.9
1959,BUS11959,UP10A1268,2025-06-09,Mumbai,B229,Thane-CST,Thane Stop,CST Junction,20:15,22:00,60.5,AC,40,42.0,105.0,27.94,1173.48,19.42,1844.9,17.0,Foggy,Low,Delayed,3.8
1369,BUS11369,TN62C6206,2024-01-17,Jaipur,B290,Vaishali Nagar-Badi Chaupar,Vaishali Nagar Terminal,Badi Chaupar Junction,19:25,21:01,56.1,Mini Bus,28,17.0,60.71,19.1,324.7,13.2,1254.0,10.0,Cloudy,Low,On Time,3.4
673,BUS10673,GJ33A9822,2025-04-22,Lucknow,B237,Vikas Nagar-Kaiserbagh,Vikas Nagar Stop,Kaiserbagh Junction,09:20,11:04,33.1,Non-AC,54,1.0,1.85,24.59,24.59,12.54,1191.3,14.0,Foggy,Medium,Delayed,3.3
1288,BUS11288,GJ25C1938,2025-03-03,Mumbai,R59,Powai-Churchgate,Powai Terminal,Churchgate Junction,15:35,17:32,79.7,Non-AC,51,36.0,70.59,20.94,753.84,29.42,2794.9,0.0,Cloudy,Low,On Time,4.2
1526,BUS11526,GJ79A8337,2025-09-08,Lucknow,R37,Alambagh-Aliganj,Alambagh Stop,Aliganj Terminal,10:30,13:59,73.2,Non-AC,59,68.0,115.25,27.09,1842.12,23.18,2202.1,0.0,Sunny,High,On Time,3.2
260,BUS10260,TN67B8694,2025-03-30,Mumbai,B166,Kurla-Bandra,Kurla Stand,Bandra Terminal,17:05,18:56,31.9,Electric,33,13.0,39.39,15.81,205.53,2.89,34.68,55.0,Foggy,Medium,Delayed,3.6
1718,BUS11718,TN92C6785,2024-10-03,Mumbai,R215,Borivali-Colaba,Borivali Stop,Colaba Junction,07:35,09:56,75.1,Electric,47,14.0,29.79,29.08,407.12,7.3,87.6,26.0,Sunny,Low,Delayed,2.7
889,BUS10889,KA49C3666,2024-05-29,Ahmedabad,R243,Satellite-Vastral,Satellite Stand,Vastral Junction,11:40,18:49,95.3,AC,38,18.0,47.37,31.46,566.28,27.0,2565.0,72.0,Cloudy,High,Delayed,3.8
1787,BUS11787,MH29B2516,2024-07-05,Bengaluru,R207,Jayanagar-KR Puram,Jayanagar Stop,KR Puram Terminal,14:00,15:41,64.7,Non-AC,43,44.0,102.33,19.8,871.2,16.33,1551.35,4.0,Sunny,Low,On Time,3.8
631,BUS10631,RJ91B9629,2025-01-31,Hyderabad,L263,Gachibowli-Koti,Gachibowli Terminal,Koti Terminal,12:25,12:59,16.0,Mini Bus,29,16.0,55.17,10.27,164.32,3.38,321.1,6.0,Foggy,Medium,On Time,3.6
1061,BUS11061,MH68C8524,2024-12-03,Kolkata,B112,Dum Dum-Park Street,Dum Dum Stand,Park Street Junction,19:20,03:12,102.1,Non-AC,57,59.0,103.51,24.55,1448.45,34.56,3283.2,0.0,Cloudy,High,On Time,3.8
1880,BUS11880,UP15C1880,2025-03-24,Jaipur,L205,Malviya Nagar-Sindhi Camp,Malviya Nagar Junction,Sindhi Camp Terminal,07:25,10:25,62.7,AC,42,46.0,109.52,40.43,1859.78,19.74,1875.3,0.0,Foggy,High,On Time,3.4
335,BUS10335,TN42A8773,2025-10-17,Mumbai,B132,Powai-Churchgate,Powai Terminal,Churchgate Stand,16:55,19:31,57.1,Non-AC,58,4.0,6.9,18.82,75.28,17.96,1706.2,11.0,Cloudy,Medium,Delayed,2.7
1026,BUS11026,TS54A9875,2024-12-22,Chennai,R156,Tambaram-Parrys,Tambaram Junction,Parrys Stand,21:10,22:39,65.7,Electric,32,32.0,100.0,25.81,825.92,6.42,77.04,0.0,Rainy,Low,On Time,4.0
975,BUS10975,UP72C3898,2025-02-18,Bengaluru,R35,Whitefield-Majestic,Whitefield Stop,Majestic Junction,07:10,14:34,118.3,Mini Bus,33,4.0,12.12,32.43,129.72,26.44,2511.8,0.0,Foggy,High,On Time,3.4
671,BUS10671,TS14A9582,2024-12-15,Pune,L75,Wagholi-Katraj,Wagholi Terminal,Katraj Stop,15:55,19:56,72.0,Mini Bus,32,11.0,34.38,20.88,229.68,17.24,1637.8,86.0,Rainy,Medium,Delayed,3.4
293,BUS10293,DL71B5223,2024-06-03,Delhi,B253,Rohini-Connaught Place,Rohini Terminal,Connaught Place Stop,20:10,20:55,10.7,Non-AC,46,46.0,100.0,18.29,841.34,3.38,321.1,0.0,Rainy,High,On Time,
1025,BUS11025,KA32A2453,2024-08-15,Pune,B275,Kothrud-Viman Nagar,Kothrud Stop,Viman Nagar Terminal,06:55,09:23,77.2,AC,39,27.0,69.23,45.54,1229.58,27.05,2569.75,0.0,Cloudy,Medium,On Time,3.8
1066,BUS11066,UP39C8630,2024-07-24,Delhi,B72,Rohini-Connaught Place,Rohini Stop,Connaught Place Stand,07:25,10:39,100.8,Electric,49,0.0,0.0,34.35,0.0,6.84,82.08,0.0,Rainy,Medium,Cancelled,1.9
547,BUS10547,TN94B8827,2024-02-16,Chennai,B75,Adyar-Broadway,Adyar Junction,Broadway Junction,13:05,14:43,73.0,Non-AC,48,35.0,72.92,21.87,765.45,19.64,1865.8,0.0,Foggy,Low,On Time,4.9
145,BUS10145,UP44C4491,2024-08-17,Kolkata,R197,Behala-Sealdah,Behala Junction,Sealdah Stand,14:05,15:17,46.4,AC,46,28.0,60.87,27.46,768.88,13.38,1271.1,6.0,Foggy,Low,On Time,4.2
1565,BUS11565,TN56B3826,2024-10-31,Chennai,B270,Tambaram-Parrys,Tambaram Terminal,Parrys Junction,06:40,07:59,27.6,Non-AC,54,20.0,37.04,15.75,315.0,9.05,859.75,5.0,Rainy,Medium,On Time,4.1
581,BUS10581,UP43A6806,2024-06-05,Hyderabad,B185,Gachibowli-Koti,Gachibowli Stop,Koti Stand,10:40,15:03,50.7,Non-AC,53,34.0,64.15,24.91,846.94,16.99,1614.05,36.0,Foggy,High,Delayed,3.7
330,BUS10330,GJ71A7332,2025-10-07,Kolkata,L152,Garia-Esplanade,Garia Stop,Esplanade Terminal,10:00,12:57,43.6,Non-AC,58,50.0,86.21,20.79,1039.5,15.83,1503.85,22.0,,High,Delayed,2.4
1035,BUS11035,TS38A7446,2024-05-31,Hyderabad,R18,Gachibowli-Koti,Gachibowli Terminal,Koti Terminal,10:10,16:15,118.2,AC,45,15.0,33.33,32.85,492.75,39.83,3783.85,12.0,Rainy,High,Delayed,2.6
420,BUS10420,GJ37A1135,2025-08-05,Bengaluru,L264,Whitefield-Majestic,Whitefield Stop,Majestic Stop,22:30,23:44,46.5,Mini Bus,30,0.0,0.0,18.27,0.0,11.28,1071.6,0.0,Rainy,Low,Cancelled,2.5
1685,BUS11685,GJ19C9039,2024-06-07,Hyderabad,L30,Gachibowli-Koti,Gachibowli Junction,Koti Terminal,20:30,20:57,9.6,Mini Bus,32,19.0,59.38,16.21,307.99,2.61,247.95,0.0,Cloudy,High,On Time,
1818,BUS11818,KA69A6896,2024-08-21,Hyderabad,R61,Dilsukhnagar-Ameerpet,Dilsukhnagar Terminal,Ameerpet Terminal,13:25,18:30,49.6,Non-AC,57,7.0,12.28,25.62,179.34,15.65,1486.75,70.0,Cloudy,High,Delayed,2.0
1262,BUS11262,TN25C2400,2025-11-11,Mumbai,B267,Andheri-Dadar,Andheri Junction,Dadar Stand,13:10,18:08,91.1,Non-AC,55,25.0,45.45,30.78,769.5,29.24,2777.8,8.0,Rainy,High,On Time,4.5
1214,BUS11214,MH90A8813,2025-06-06,Pune,L264,Wagholi-Katraj,Wagholi Junction,Katraj Junction,08:45,09:08,6.9,Non-AC,54,43.0,79.63,18.0,774.0,1.88,178.6,0.0,Cloudy,High,On Time,3.8
1516,BUS11516,GJ93C5757,2024-12-16,Kolkata,R273,Behala-Sealdah,Behala Stop,Sealdah Stop,15:20,20:53,102.1,Mini Bus,31,32.0,103.23,29.25,936.0,19.25,1828.75,7.0,Foggy,High,On Time,3.8
1999,BUS11999,MH27B1795,2025-04-03,Chennai,L181,Tambaram-Parrys,Tambaram Stop,Parrys Terminal,21:55,23:33,8.7,Mini Bus,34,4.0,11.76,14.43,57.72,1.81,171.95,78.0,Cloudy,Medium,Delayed,3.2
1942,BUS11942,DL18A3139,2025-09-30,Mumbai,L259,Borivali-Colaba,Borivali Stop,Colaba Terminal,05:15,08:16,106.4,AC,44,17.0,38.64,38.8,659.6,31.46,2988.7,19.0,Foggy,Low,Delayed,3.0
770,BUS10770,UP20B5818,2025-12-13,Delhi,R223,Noida-Nehru Place,Noida Junction,Nehru Place Stand,06:20,08:51,91.8,Non-AC,42,1.0,2.38,29.57,29.57,26.58,2525.1,0.0,Sunny,Low,On Time,3.5
298,BUS10298,GJ79B6847,2025-05-02,Mumbai,L55,Andheri-Dadar,Andheri Junction,Dadar Junction,06:45,11:04,109.7,AC,53,41.0,77.36,43.11,1767.51,30.91,2936.45,10.0,Cloudy,Medium,On Time,3.0
706,BUS10706,RJ97C3270,2025-09-08,Mumbai,B7,Powai-Churchgate,Powai Stand,Churchgate Stop,08:50,15:15,111.1,Non-AC,51,61.0,119.61,26.53,1618.33,39.37,3740.15,13.0,Cloudy,High,Delayed,3.1
409,BUS10409,TS13B6611,2025-11-25,Lucknow,R258,Vikas Nagar-Kaiserbagh,Vikas Nagar Stand,Kaiserbagh Junction,20:30,21:24,30.1,AC,55,30.0,54.55,39.49,1184.7,9.71,922.45,0.0,Foggy,Medium,On Time,4.3
1373,BUS11373,DL95A1015,2025-11-02,Pune,R177,Hinjewadi-Swargate,Hinjewadi Stop,Swargate Stop,18:25,23:07,75.4,Mini Bus,26,9.0,34.62,21.25,191.25,20.69,1965.55,1.0,Rainy,High,On Time,4.1
1063,BUS11063,UP63C4239,2024-09-05,Ahmedabad,R133,Maninagar-Gota,Maninagar Stop,Gota Junction,21:40,23:18,64.1,Electric,47,5.0,10.64,26.89,134.45,5.52,66.24,0.0,Sunny,Low,On Time,3.9
607,BUS10607,UP42A6173,2024-03-10,Kolkata,L157,Behala-Sealdah,Behala Junction,Sealdah Stop,14:40,16:37,36.9,AC,35,32.0,91.43,23.03,736.96,13.15,1249.25,0.0,Cloudy,High,On Time,3.5
1540,BUS11540,TS80A8197,2024-07-21,Kolkata,L14,Garia-Esplanade,Garia Terminal,Esplanade Stand,20:20,21:03,15.1,Non-AC,48,2.0,4.17,17.97,35.94,4.51,428.45,21.0,Sunny,Low,Delayed,2.7
893,BUS10893,DL77C7866,2025-04-12,Kolkata,B263,Garia-Esplanade,Garia Junction,Esplanade Terminal,19:20,23:54,57.5,Non-AC,52,18.0,34.62,20.32,365.76,17.76,1687.2,18.0,Foggy,High,Delayed,2.8
498,BUS10498,GJ11A7630,2025-08-15,Lucknow,L123,Alambagh-Aliganj,Alambagh Terminal,Aliganj Stand,19:40,02:23,112.7,Non-AC,40,31.0,77.5,36.01,1116.31,31.12,2956.4,9.0,Foggy,High,On Time,3.4
108,BUS10108,UP61B1990,2025-12-22,Hyderabad,L186,Gachibowli-Koti,Gachibowli Terminal,Koti Junction,15:50,17:09,42.2,Mini Bus,33,29.0,87.88,16.57,480.53,9.27,880.65,0.0,Rainy,Medium,On Time,4.9
1310,BUS11310,WB40A8516,2025-02-08,Pune,R247,Hadapsar-Shivajinagar,Hadapsar Stop,Shivajinagar Terminal,15:45,19:52,54.7,Non-AC,53,42.0,79.25,20.23,849.66,17.11,1625.45,10.0,Sunny,High,On Time,3.4
1106,BUS11106,RJ12B9436,2024-03-15,Pune,R57,Aundh-Camp,Aundh Junction,Camp Stand,12:45,,61.1,Mini Bus,30,15.0,50.0,22.08,331.2,12.62,1198.9,0.0,Cloudy,,On Time,3.9
126,BUS10126,GJ79B5996,2024-07-25,Kolkata,B156,Salt Lake-Howrah,Salt Lake Terminal,Howrah Stop,09:00,11:06,28.9,Electric,44,42.0,95.45,15.1,634.2,1.9,22.8,13.0,Sunny,High,Delayed,2.8
471,BUS10471,DL36C6173,2024-05-12,Lucknow,R184,Vikas Nagar-Kaiserbagh,Vikas Nagar Stop,Kaiserbagh Terminal,18:00,23:25,77.6,Electric,39,42.0,107.69,31.25,1312.5,7.54,90.48,35.0,Cloudy,High,Delayed,3.2
421,BUS10421,DL97C3876,2025-02-06,Kolkata,B57,Behala-Sealdah,Behala Junction,Sealdah Stand,14:00,17:28,63.3,AC,44,29.0,65.91,34.91,1012.39,24.49,2326.55,10.0,Rainy,High,On Time,3.6
742,BUS10742,RJ61A4783,2024-12-21,Lucknow,B242,Chinhat-Aminabad,Chinhat Terminal,Aminabad Terminal,18:40,20:56,80.2,Mini Bus,28,32.0,114.29,23.36,747.52,14.53,1380.35,4.0,Cloudy,Low,On Time,3.3
1208,BUS11208,DL86B7083,2025-01-28,Lucknow,R71,Alambagh-Aliganj,Alambagh Junction,Aliganj Stop,13:35,15:01,50.7,Non-AC,46,54.0,117.39,27.35,1476.9,18.24,1732.8,0.0,Sunny,Low,On Time,4.5
1934,BUS11934,TS47A9650,2025-12-07,Lucknow,L132,Chinhat-Aminabad,Chinhat Stop,Aminabad Stop,15:45,19:36,100.4,AC,45,4.0,8.89,41.84,167.36,42.13,4002.35,12.0,Sunny,Medium,Delayed,3.7
247,BUS10247,TN25A2291,2025-05-13,Hyderabad,R73,Gachibowli-Koti,Gachibowli Junction,Koti Stop,15:00,22:22,104.0,Mini Bus,35,,62.86,28.67,630.74,20.12,1911.4,0.0,Foggy,High,On Time,4.5
1230,BUS11230,GJ31B1740,2024-07-19,Kolkata,L17,Jadavpur-Barasat,Jadavpur Stand,Barasat Junction,11:55,15:47,61.3,Non-AC,43,13.0,30.23,18.8,244.4,16.42,1559.9,0.0,Sunny,High,On Time,3.8
268,BUS10268,MH78A2653,2024-07-03,Lucknow,R169,Gomti Nagar-Charbagh,Gomti Nagar Junction,Charbagh Stop,18:20,20:54,41.5,Non-AC,48,21.0,43.75,17.87,375.27,14.2,1349.0,15.0,Sunny,High,Delayed,3.5
1804,BUS11804,TN51C9161,2024-11-19,Pune,R256,Aundh-Camp,Aundh Stop,Camp Stand,06:10,14:01,114.8,Electric,47,24.0,51.06,34.29,822.96,11.26,135.12,69.0,Cloudy,High,Delayed,2.9
546,BUS10546,RJ99A4306,2024-03-13,Pune,L272,Wagholi-Katraj,Wagholi Stop,Katraj Stop,21:30,22:31,39.3,Mini Bus,28,22.0,78.57,13.04,286.88,10.24,972.8,9.0,Rainy,Low,On Time,4.5
50,BUS10050,WB70C1788,2025-07-04,Lucknow,B16,Gomti Nagar-Charbagh,Gomti Nagar Stop,Charbagh Stand,11:55,16:38,104.2,AC,53,62.0,116.98,44.53,2760.86,41.22,3915.9,0.0,Foggy,Medium,On Time,4.2
162,BUS10162,MH65C1917,2024-09-02,Chennai,L111,Anna Nagar-Guindy,Anna Nagar Stop,Guindy Stand,21:10,22:56,63.7,Electric,36,20.0,55.56,21.02,420.4,4.08,48.96,0.0,Rainy,Low,On Time,3.1
208,BUS10208,MH65C9597,2025-11-17,Hyderabad,R175,Dilsukhnagar-Ameerpet,Dilsukhnagar Junction,Ameerpet Stop,14:15,17:18,44.1,Mini Bus,26,8.0,30.77,20.78,166.24,11.68,1109.6,22.0,Foggy,High,Delayed,2.6
578,BUS10578,TN49B6036,2024-07-23,Delhi,B220,Dwarka-ITO,Dwarka Junction,ITO Stand,17:35,20:09,84.9,Mini Bus,30,0.0,0.0,23.12,0.0,18.23,,15.0,Cloudy,Low,Delayed,3.3
514,BUS10514,UP17A7763,2025-12-02,Chennai,B168,Porur-Egmore,Porur Stand,Egmore Stand,14:15,14:42,11.7,Electric,44,22.0,50.0,23.54,517.88,1.13,13.56,0.0,Cloudy,Medium,On Time,4.0
68,BUS10068,DL39B9536,2024-09-22,Mumbai,B277,Thane-CST,Thane Stand,CST Junction,21:25,23:02,59.8,Non-AC,46,54.0,117.39,18.76,1013.04,15.3,1453.5,0.0,Foggy,Low,On Time,3.7
1958,BUS11958,GJ96B2773,2024-10-08,Jaipur,B276,Jagatpura-Sanganer,Jagatpura Stop,Sanganer Terminal,21:05,21:47,30.7,Mini Bus,31,30.0,96.77,15.66,469.8,7.8,741.0,0.0,Cloudy,Low,On Time,3.7
1362,BUS11362,WB97A2497,2024-09-07,Bengaluru,L111,Marathahalli-Banashankari,Marathahalli Stop,Banashankari Stand,05:15,06:30,36.0,Mini Bus,34,16.0,47.06,18.38,294.08,7.32,695.4,0.0,Cloudy,Medium,On Time,4.5
